name1,name2,percentage
wvezmguf,dmlungqv,98
tfmekcyc,dqtbwdaj,46
ozsjllmd,vacreobq,29
rxxsdlyu,pwmsfjlm,0
wqkoclrd,tfahaamc,91
nbrtmpoi,xvaqocyk,50
rmlosfck,wbyezioy,70
ngghptcp,rkognpag,63
rsfazagj,lqvcqirj,56
eovakomj,oijbinoc,0
dowgznrn,gtfkztrs,55
fhjsjyug,bjqfoxxd,80
begjgkjp,mbeutqnb,32
zlspkozc,yuuftpvk,60
msactiwi,emyqsket,95
nqfrrmzt,fpjugfkj,0
bsvpdkmr,txneptxl,19
yelnoznh,epvhcuuv,82
dylzybru,trlqptjr,99
qlpzwftu,jnirlabf,60
owqrqhyf,jitxvsez,91
rigcctut,mgjoufbp,2
gapeuqug,rupeeowt,33
pokzefxh,rdtnsclq,25
qnxxbure,tuactzww,65
tegmeain,mseclcln,58
blhulwfu,ftwdcjli,15
nfsonxfm,sqnvzsyx,86
ipqyllnh,tkhekzxp,9
awvojedp,uujvwrjr,4
scseuwur,vnevdddv,5
dswfbvrk,opxevpgq,70
isytjapg,eczyastd,25
vpidphix,degpaqve,20
fyjbvgnm,ykswapui,31
flwwfgly,wypwqpdl,28
xqmkoxuo,koemylvx,60
bbmeqwml,rbgaqkbm,45
mvquzpro,izqofpxe,76
xakxrfrj,fzuhoikt,20
bdnxrrqu,yjywnwnr,20
egyyrkkq,keuffzak,85
nxrzxqrg,zjzbiehu,0
ttlaryrl,rojjzedm,86
kfnmevqh,indlnrik,76
meymktus,nwjcsrpy,20
bmeztyyq,sxsgfzsp,4
rromlrln,mzyenxox,32
hhdmshhs,vuwcynhx,40
mjbtrsci,uxlnyoyi,6
whwgyxel,tjhvkqid,55
ntcmeitz,xkleydem,26
vtuiwqlt,ablfungg,56
lctcisnh,nckmmpby,40
boejuvbj,ccvjysja,55
kllrqcon,dsreqeib,90
mxvqhabz,bfvjjwyz,52
ulgqtsdb,eczugrnb,80
kctfbhwx,vggdhvxs,65
puwdmljv,ivseoaqo,19
lxjsnfxo,rgdxicqn,88
dckyeent,alworyzk,45
timomvnx,thvknahx,48
maxxmkxv,yzdyijjh,0
kwpfyayy,qytnuqci,0
qmczhfmk,fjwjqyjr,55
mjajxvvd,fsevgubg,18
ohnnagly,wtfuassm,60
irgwnbxz,zuxrzjio,47
qhcnrzmy,pavrczyy,68
aytelian,fcptuqpu,40
xqqxjzqb,hocghguk,40
tmgrndho,asugobpw,24
izqxwajj,gfkdooum,80
knlehnpk,zgalxymz,18
kviyomrj,gkrqawbw,70
tjlrbthq,wlcgvbgt,0
viaycbnp,jwfbquzs,20
rwgzmaat,adsgbjks,57
lhrurtkl,klqztzdk,60
gchkvjmb,wfazsubz,48
kdcygxhl,dqdhurvh,40
cpmdtxkv,dyyqtikb,61
ibfracrw,fclmqjbv,44
cjnhdiyj,sttjwfwx,63
ekkrnwoy,ghpereac,90
iluwmnzj,lrddohan,24
nrseolly,iyhpgjjd,16
prnujisn,daqnrzjg,85
icjebety,jjtvrrxs,23
tymnxoff,qozyncan,53
ekdwngcb,ulsjiycv,93
ltehrdiq,vhnxadab,84
ixfzxtrh,chtzktju,61
mtsxejgq,aorjkahk,69
fulpowck,epkulxix,50
gclumhjn,bwozzepf,72
rpkfomyl,ceywklza,16
uhgwqgla,rqirspim,68
wskpbryi,frylfozo,81
knbxphjk,ffwvvoyn,64
tdegjxwb,dlqwiwdh,84
cxlsnutm,oqykccxk,38
ofsewytj,rvyiwkoo,46
wuxaqrcb,cyyxjfiz,92
sjzeytnk,duufjgvc,76
puiopcbf,gkzpckdd,0
bejwhmdn,jdnciqez,32
ubxnswjj,ixyyvtcu,47
tmazcmqt,pmcjcpnu,84
fkmsiuic,bgqyktjk,89
dftupxvo,exzturtz,88
lrdktkaj,lyocgiph,65
wxgesbom,ggiewqrj,64
bgnouakt,robbiyte,76
yuhwswwr,rwqcymig,24
ojqtyzrg,telcftok,60
hpbiarso,achekvxy,52
ewbiroln,jaydxnla,94
lnvqxuit,usryfsxk,77
nktdcfri,vxjxmzdu,36
swlxyeve,sjkhaltf,65
qyybdkts,jkkibxid,68
thovohli,ubnywerq,61
rxwtiqvt,xutzvjjr,99
srpxkxuc,sajghdwz,64
htypiwig,mffbhyxn,10
nlwkcbdv,fnrhuzni,56
xfrjsnvl,jwdrwpdx,70
evixxiuh,flqsbzfy,90
felxxhxl,unrdzwby,83
iotwpvpz,mbdzcgxm,0
vkkmdqik,cdxhcgkx,32
dcrnsrrb,prvcqbbn,68
zwqrmvsj,buamqcmw,76
usudtowi,kadeyzmp,0
bfcsaqmr,pwmiioqn,48
tuqdvjfs,zkyrixju,44
hmslwqmw,xchmmnyo,68
febtaeiz,owcbwfcv,30
vmxpihou,vkwclevf,12
bwaloenb,rutlzcbs,38
syustjlz,ngapztqa,0
deebapgp,tticjqkj,32
uafnucrk,qbolkziv,66
mjhqizen,lvruajfl,0
pzlavfqn,qcmqudvz,62
igqnaepw,xggtlpnh,60
clojxlkt,xwyfvlwi,0
nyobedgp,kuxxpify,24
ixjpojcr,uhmhucxz,16
axfielwp,axqtkmse,92
tqxuojye,mkaipgyt,50
eoezerap,nhibosdl,9
xyfxzvaw,sfznvqgj,91
kdrjylra,alczazdf,49
nxwunjar,ykkynsfh,91
dreytuqv,xzfyvyfw,0
lvtbvbjj,gwvwciqq,52
amacuuyb,xegjhfpq,55
wtxtsxvq,qrdqiifh,72
lawotfkg,sonumjjn,92
ykkhmaal,anmijxop,0
smirtxdg,ixmrdlpw,34
izcedmtx,optekhxq,48
xvvohfpx,bsodcdqg,95
lgiqwrxr,kyzprrbm,12
qrgmcypl,olurirgv,10
lhpbrvuq,rwsjstjk,32
kxnhfaml,nkkdiqfr,6
dyljqqgm,upbdjwqc,72
gkgvnbnd,pzlmjrpe,16
hrbsbrpg,ttnenrrx,58
xikjnnob,vhlchuft,56
uinojdui,hhpbsmrl,44
ldxpahdg,ddunokge,56
kvgzjbac,xzxrpxnf,0
fyzaibet,istefqht,64
jkwvnlel,mgqgpzwo,84
wjeyyaxf,avmrsnms,69
lxnylyqv,xgoinvsg,15
lalazmec,owzfjvzs,15
wwqfgqlr,bxpqhwht,26
grpwrglg,beyksppk,48
bnitnbzd,bggkbpih,70
hwmerkau,xkkbfxfe,76
hancisvt,embgwazx,16
iddsdubk,ojpxvdsw,42
qdnsizls,dorolgxp,52
cycfwdgu,jkloklua,60
wjlzebst,flnvxtcq,10
didlqtvu,ojipckul,5
klkpinww,ginywduz,39
viexxxzc,earmqxmp,75
xgjtxhbd,tgdewodh,18
uzjajjwn,gqzwctqs,0
dlfemafu,bnpgeisn,44
gwrmuqct,sqkoetrn,30
ljpajhvy,hvbajvky,68
mrbgnxja,umrjpvjd,74
rnhmkodb,vtuxrivq,13
opmwsuug,sxsitmic,52
yjrwykxc,cyntrxyj,49
eiuwmwia,ynumentp,12
ketbzvvg,rjjukeha,16
pgjaejfg,vgqlgcst,50
qssisvrs,tmrwhrwo,60
bzixisum,fjhozwzi,81
nhjmvecg,ubjkcond,0
gqaicobr,yozpidbu,40
mkxnmiuj,zgalxkux,2
grvwyisf,cvijydue,99
fuvqfpes,sopzcsvd,60
bhhmppou,gfrhbmal,45
gfswiwls,gszdaqyp,38
mbixfvxs,voglireq,51
wchakcew,wlexheju,20
kzxblbzo,alqkmeui,2
bkfwnrgy,ruuoiche,32
ilvvemou,oqavrnle,64
yrhamkqh,ffscmbvy,16
vgolsapt,nuumkzrm,0
lvfmgkqo,evwkrieo,96
puhcozab,lkubuwra,20
deamlcus,eccgqfjs,48
ezntydgn,mtyjkusx,13
oqqhrrgp,pxwopphv,72
veihysza,wspdxhxe,53
iodftceg,gloqbowl,27
cnmkdujh,rdogtnwa,40
mvygcyuo,wsbukfgo,28
qvfyqmxm,kdnxbnnv,65
ltccnppx,cbicrgxl,96
tnyfxocb,vtwfbksu,84
juhsuyzg,sfshklll,35
xtkfjotq,hkdveifa,94
ltpetvck,jniecreg,3
cgiiabug,qpgvxiia,71
rqehtvjh,qqgtnksb,0
zxxmexwf,wcvsukrz,43
mmneyvsf,dosgawff,65
kpaicjes,rdfoxmlb,4
mvemfsxy,eeydiuqw,15
haeasuwe,omiimrqi,21
ckznmtua,pjlbsoqs,6
jqtspdxg,rtjgmzyo,70
bhsxnbfg,cfqzzhlb,0
gekpbdsg,aispjlvq,86
oogyrzof,rjdnykcc,20
jebppfkt,hoyjvwub,76
strxnybt,jefnxvei,30
agfaylln,bvkdzisv,18
iduqhvqg,jaccypkp,69
svoircsn,fzekpyed,42
bnbpvutx,okavvfcv,30
jppvbhpf,kpbamgnj,88
gmuuxbsr,rabsaurf,22
hzdcpgkc,firqnojm,20
gqzajowa,movdekqr,64
cwcxxijm,bnwurxba,21
vlnnmngg,unxgoizw,97
ggqnjtlj,lsbmotrk,70
goayhztc,pmzgtefc,72
sxxfhlel,sosrbcbu,26
hibjrlqg,swbaovoq,82
oegjrags,sfyoyoza,0
ibltamun,gfpaefon,80
gtaieqhf,qlmdtneq,70
lwqnpwsu,qecldkjk,33
ixjyrkxs,lpgzpesy,52
qbyqfsbd,kriqfudk,0
yjepmdpe,xlvxgnkw,10
auhmazub,swefgqvx,51
ahhmjbah,cceffpdv,27
uljigejz,lejaxgrr,84
zbtdersx,vznbfswr,28
qrqoamek,qtobbibe,0
ptovsqxz,wuengdgw,44
xkjvxmrj,ztkwhbow,0
jsmcmlfo,bgsiyciq,81
rcpedfbc,vtxwapoz,75
oazoqcub,qdfxzczm,16
ucpgrdor,fkhdwemm,70
wlqjgpva,oienejdy,80
amqtzxzb,jrpwtmak,60
wfdqwqvo,haiuwrsu,60
rgwdazns,czjgboqw,80
abclvmaz,xqfpjdvu,24
eyokwzao,tmgcuirz,65
vntwvzeg,dktvutgj,81
pwgcgqtd,snlmasvd,80
etrxicrb,mywtppdg,64
ycfjdwsg,sdshexyx,40
xzpteyep,jxutsysu,35
lkxikjju,kfejnazp,32
kdfqavuw,asixqnoa,64
zeblowqg,lhknkzqg,50
hpimvtag,sgfgbnet,72
gfkgmqyf,wbevyfsb,20
gdvywntn,syqobiqk,51
tgfbkjii,yybymxng,26
zxbxstef,sgqiwjhl,62
mnppnhgh,wpzapeih,8
epkubytg,gtnauspn,0
bisktryj,hirjbdwi,82
bsfpuvxo,onanxaon,38
ykjofxii,vbiwpcyl,60
mxcwexxw,zijwrdje,11
hcowbyja,mncppyse,45
kyauvnxw,egnvbazo,40
ohbbghrl,vswelerc,0
txjynzzi,jnuftdeq,30
msfxkypr,wvbtbtwt,0
xsrdoofx,beckinjw,85
sbaubloo,pnaaoqvt,70
monbuvax,nwjrsegz,0
loxskmgw,hyjpnsvh,80
toodxcww,bnpdnegz,20
rqwqmsbk,spmrytih,48
lasomcim,zzpxuwub,31
byjlefie,pvtxtvpn,24
nrgcoiho,bnxbapta,36
vrocovom,wfrvgkie,79
cxzfrfqa,hoelsvyj,96
puzcxgpq,xzinedck,72
xgclkgqz,dspwpsxp,75
vjucftmi,nfropmxg,32
bvjvpbck,xqzamcun,72
tphsxtsv,cwlgmxwl,60
putxdphf,ekczrnkq,59
bbvuyizt,nvhelljd,25
pcuxjlge,zvodrzgk,2
hubvkyrd,iiqsdypv,31
befvuisb,tzupsfpz,72
kjooymqq,jyzltkeu,18
jjkbircz,ykcrugbj,5
ehfpnaof,urrbzlco,37
kfqswepm,lnwyrhew,88
sgcqfyxf,yxakwroq,50
mohspiic,ooifpnvm,80
rpywvola,mlinnirr,0
lyvmkvbv,sdsxxaiw,27
ioweiocu,pfivvacv,92
tzlsbzcz,flcsksnb,8
mloywjaj,khxxzhzu,32
ptypcbso,rnxxlqnd,80
eljjpkut,iissrndw,59
jykxxumo,ugkogcbe,29
gtdzqnrw,yeqnozls,97
giujygiu,invtfxui,61
vdvowuhn,xortudgv,3
cikdjwrb,iuluqtui,4
azveixzz,teutascq,18
smospjfy,heozgsso,62
sscumgkh,vzwaurwa,7
ncurotrg,dfwawird,4
txwipdvn,avsbnwjr,0
swmgukfn,nvaqikmn,58
jcdrfyyc,ljdcphxq,44
jjjqlnbc,rawvzhbc,66
oqelrybj,mwumwvgj,0
mxsxxuer,qzogtnno,36
pqgnsdyq,gaoygtde,24
dghvksgf,tumnhwbj,8
ejejauvx,qibmylxa,86
nwehebmk,nqjyaqib,87
fplbpfrs,ihrmtrcy,66
jqvdiryf,pvcbieht,87
kvsmegil,rjjqlkmj,54
mynonfwx,hjiaqaai,48
cotsusjc,htcfwhnb,56
urbgpshh,cvoodwuu,64
imdgaplu,twmxmhwr,10
dtdsytfl,mtagcvue,80
nlkfiokv,qxvdowsv,52
qwhtywfg,seobdynx,72
pbpevoqc,zmzfrcrc,84
iqjrsqnc,jgelugxc,75
ubltycqp,owmmehab,32
ohtjwedh,zacchpxl,21
mlqcuyzc,ciapmrml,64
zkyeushz,oxfrmdsm,20
eubekpis,jfeqhube,52
ygfrheqa,qkwhrboy,85
mmflbqoh,hmliunog,18
wmvufwls,mnjzedgl,13
rakyzdeu,spiajvhz,41
gydzdqqt,fukuxjyn,0
srrxbspj,gqnjqmmt,26
hkmbjxcb,iwsibxyr,77
hiscrblo,tiwlousz,2
oeutpvno,vawyrdlp,44
kbmlawan,igziofyt,25
iabuzsot,vfeomutg,37
eivatwiy,aqrqbmnl,84
grgtvabl,mifueclr,35
cwwybswr,ptsygsvo,44
ahzeiixh,mwkhzymf,94
jdnrokqx,luqehohw,37
ssihiifo,pytpyemh,52
vntjttxw,yndfeerc,8
uixkmxff,svwcmstv,38
rnwjkpca,fpuppzic,84
fhvzpicg,jgznkfgp,25
qauqblfj,tfquwgas,28
ghqdfrko,cjeyfbir,84
dlkwpfrh,fifhrfmc,42
gjeadrig,cfybpgjm,50
byzaspkc,rstgpaml,54
rpcgtogj,bsvaaago,4
qsjfjpmw,mkgxycqo,6
igwqscsf,purexovs,68
jcocceiy,kkdrxykt,72
npjambii,mpcwvawg,92
bblhtyzn,apckzkkq,28
leghcejk,tayzannq,94
ukvqzdtq,aqutnsql,34
drdhoxrv,dqhtnuuy,38
zgklhvur,aeobazhh,62
dswjnzle,sctvihnw,66
cilocwmd,ctpqpkjs,0
caumxgcs,badyjafc,80
rhhplmci,mbvsfjge,60
goxwtggw,vpgmcwnz,48
ohylziqb,hgnchesu,46
lhydqqqv,sbxtqlpb,0
pogfoeux,hoyyexbq,53
cgmirsaf,vazwohkw,68
woykfhnl,fintuqhd,94
tdnsixlm,ddvkrohl,46
bleiaqai,bzurwhqa,16
rvfsvmhb,xwlfczby,42
ljcdblxv,kxlmwpkv,0
gchgdygb,wbtgnzdq,11
ogbcksxf,ctvegohm,55
yrfnsazi,lekysuhr,82
iguliykb,yyfapqsb,56
enfcatlc,edpnfvff,4
lixbgkke,hbahdbnz,17
oxjaujaf,vccglnrk,48
vhsykkrx,zijeuxsi,46
llqdvncj,wmyobbvo,70
zybtbqxu,jeatilau,35
ijnovsog,ziuuueyf,58
kzosnvdw,bxmjbkfr,8
uaeczyhy,nesyqhry,18
outgxbcf,mwweheqi,86
ozwmliji,uaigyhkl,70
aawdhejm,kvdubdnq,79
qwshciem,ttkhcwmo,65
oibvspaz,axkfbytg,92
djkbpiao,zgierape,80
vdhcnylr,nwkdcocw,36
kcpnaxuh,uqffzgxx,34
ejrfbjzd,dpwoqwfl,16
ajjjesxv,wlukwghu,86
ihkfrhke,ejtmxrbj,80
cbtimpvt,kgzppxwz,41
rnyjpwcx,erndmpvi,69
ohfqhzpn,erymavvf,40
cgihdxxy,tznuavdu,84
jybqrpnf,qkiuynfg,28
iakmdrkc,ybffjwmy,64
iukettiq,mbzbeyeq,40
hugvesui,owdxhdkk,40
hpvcpxza,dxvpante,16
inoialen,kgpdvpjp,90
cbkycblq,corhaljm,64
mzdlbgye,sjsenzxf,42
xonxqirr,sxfyoflb,39
kaxtqldn,yhfuqkkn,51
gnyeigrt,cskyqutj,62
wyqhcwzr,pyyopbbh,47
avjwrale,hjnxfoyb,20
ldftwfzr,ltbxtvkn,19
dsmvfale,zmccnmcv,50
nwglrnrm,rlxlpokz,74
psdewbsj,dqwljzbt,12
maoccmcf,elfweduu,25
uhqqnpso,egxlsbhs,80
fvimwzsc,nqloxuld,43
lwbguvlu,edjakozy,20
ukghuenq,swqtlnhw,88
llvrhvei,yufzzqph,88
fkuygjhe,utmnwusj,49
ntwgdicv,qlpmnknr,10
gndmunii,sbwkgvjq,61
yfnvgepe,erkwiwza,12
qnansius,fvqzzpqt,76
hxdtdczl,bswkcuyb,6
ewdmqldn,srrkuedw,20
jawwdmqr,edjjimhy,4
uciwrjns,tetgtoen,90
qibqaltz,hbbdwher,36
zgqmqkim,ncuafouv,51
sqrvcxnl,xqszoryh,40
cvtbldiu,zwufbpby,29
ghicquhv,pqyjjifu,66
wqspfxxn,gvifwdyl,36
tabwqdul,aioktbyp,56
frppnlcu,ipbehswa,74
fprkoenk,nhzkfypt,16
krkneiiz,hkjsssfn,54
qjdpnjbc,gtnfkdvy,88
sxrzccxp,vienyutc,87
wsgxxxow,wikoupyk,73
iyfhxnbg,iscbhzzi,10
wnjsiukg,wxkoiqzj,46
fflxbqzx,uzjcbcan,80
wnaytpyv,xzuuzawv,48
vxberygj,wjnoykog,28
vfrsulnv,whibeekb,66
lrznbjqz,oxzlwfyl,23
vnmouorg,fkdupvdv,82
gfwhylyp,ukqimsbj,0
oshefdyd,njjhuaan,38
ahsibxqf,prwoisie,28
lfmycdgc,zxmyxuci,33
jhglbcfc,rlubrfdu,30
tuwnivje,pftqjxkh,60
jlvmyyyu,vgyrytgf,58
sjmcegtz,rzzmxygn,91
fvfxcqwe,takyeltc,10
wiedlubz,dmncyusj,90
tatxtosr,wcmlnyao,70
hwqbbudn,fwwjggav,53
ydhxijxx,zrnzlana,80
hsxfaomo,opkstmtq,31
rcoalwnk,qqbolbkx,20
lcqayacb,heinmszd,12
wogbjvnm,wwxtnxgu,76
iyvcwoiu,ugtsrrqc,45
ubkfrkld,kqmezrxh,70
lkiccjuc,nmcyorjw,60
mhnzuksv,dfiriupa,4
tmhhakrt,pgfiqfgu,19
bfyncwyq,eetlmhpu,44
yyanzzvd,yfsnimpr,68
mshxnfmh,ckibfeqy,58
qruqhqfh,jahxvrnv,60
ccbwjlsc,sosnlkqx,57
hmxalqvz,bunnmrmk,34
dindkgge,emoylujz,55
kiclbclw,mlyykkmb,40
svtazeep,aniyszjb,68
awtsvslb,pgaxcdpr,2
ygozdjof,kozlqyux,44
qemzkbdq,pkqrkbyr,18
jeayckfh,bshquvbl,27
rsuwbrbf,pjzxvwzy,80
yxnliktz,svtdbopj,84
jyqfojln,ztgrackk,5
bmhzjsgt,fylqqfno,40
gquknhmu,tvopaacp,60
acqruudo,pqupyivk,40
bchzmnyl,bwbvslas,28
eextwwzl,bteopfjt,72
gfnuexzi,nercjjwf,60
pgrdsehp,xcqpqjdt,19
uiafvssg,qhqrekjh,64
uesbnmyl,wbqzpuwn,90
fwskmfcp,xojwgkil,35
tdgizhjk,klgoound,21
nlawvrat,brxyzaag,88
clcjrbfx,xlgatvsn,2
gbykeumi,cuqgjhoi,38
ulkgfgyh,jnwjgfzx,20
vklqlilj,kfhpgdot,15
wkqzhsbl,klgkdnfw,16
jgzvhall,evgcmobb,42
ifmkfnam,akcevdff,66
sbqnpnzd,kdfljbru,60
xnxdwvpg,ukzeocpz,82
jgnjjfmu,wsgaorph,25
sactnvsg,mecvatmc,4
reynvrtm,dtraobkq,68
ddnomgdh,oydkupdk,75
jkihtknz,kgpwgash,20
sfxbdccs,suukndhv,24
idrbwpwd,oboevshn,56
gosalmgc,zddkzdcw,5
retsmpwm,yvfqnttm,75
znoghsqf,xhgdytoc,20
gzuuybwv,xvggconn,10
ulvdxrao,goiferkz,25
raxvkhhb,fzetwxmw,96
oejdocad,fxgbdsoh,25
zgxhfanf,dmukaqgs,60
othvpwcp,hgfimgbl,12
zhdhcoxg,trlrbkay,25
hidwqgqr,pqkovjts,58
abavhtvb,xkxfhrga,82
nvlvfzhk,wbhilsob,62
nvtbhjol,qxoxqjbo,32
ywyclkgn,ppnixluu,88
dihwzipz,ocqrdvyz,22
mauzfwhf,jgjxmxow,68
nwbjbvlp,qmgvbyjg,99
mwibzrcz,duqjuqep,52
yqrfezzh,cjyouuir,10
mvtuzppn,skcnesok,40
iehcvrqd,qkcykmrd,80
lxirxgyq,rfvabbqw,36
aazswrzg,kfraroie,39
qdeskbxj,rirnvolp,20
jrewdhiy,gbsqrmrg,30
nugrpnbk,bbukzjfw,99
mpidlrah,ptkjmnpz,6
oqugghkd,muvgjdpo,8
uykfgypi,afrzzykz,16
qdpjuicw,dufobdyu,86
xyucinit,mvztqsei,7
nvrkwsja,sqfzitji,24
xgosuxss,ppitjjty,4
ztfksqhx,hqypwzwx,70
jmohjbys,rzywlcdh,90
kpdcatvd,ukxnwbpi,12
kitzcijg,thwhuxwg,26
decsheyb,isleqexp,25
ltmgvpuh,dsnxhyty,9
rxfoleez,cpvelxyl,73
ecdecvyw,xwkrncoc,82
ftrobihc,wedwphxe,24
xwssgftx,ebnddyas,20
gasvpzyg,afduewpy,79
secxyblw,wgzxubow,29
zrxlomrb,fjafqscn,24
iiowlunr,huemaccr,60
zcjwzxsx,xxcpturi,69
xfyonvpw,zggbcsxf,6
gjsisamz,dkgxfuwc,24
aqowgcad,jarqhlej,11
gnkgnaru,otulgbnx,63
sxtrlgdo,vxrwzvhy,32
ktwwbxzw,sdkfxtlv,20
nubqzutk,hmofbknb,0
gxuelagw,safaioui,32
acthkkeg,zsrpnmxh,4
xppeocqm,pdihguoj,66
ejwnkrhz,weetbdnt,63
hfljdikp,jueefgvk,20
ieebiewh,jtaaccqu,96
hitlqddh,lfigytkr,0
vvuvifjs,mgiqihab,66
yqtvsjrn,xfopzzjf,61
wiaalkju,wypnezme,20
jqmnpuoe,wqhnsltk,68
ppjynbjn,jagfcukf,75
xkgrfqbm,krnlocws,78
fkkohtrh,fvxpuopq,25
sqjzbbho,jdzmnmwq,96
acsggtaq,xlyvpowd,87
ebrhzmdh,jqekuvlo,12
xehexubf,myybuqjo,48
qjruurlo,grteqyco,0
ypbqympn,usdfnasg,64
xexvabjq,izexoijy,43
gfpkwdtu,llupvxpo,56
cadoihgu,puskcxmq,12
omcllrkx,zdikrdtf,16
ccrkwslh,bokaxqpl,90
dfuqlhgq,tnujfapn,0
upednhbl,bcgtqfix,0
mmhawluw,ztfkbyhp,24
mocujlls,lfziespp,21
zblrabmi,bfifgoye,93
qebgtdab,kvfcchyw,94
ckrwmbby,akxrxytx,75
yihcxxoj,fplkrlqh,48
zprvteiw,nbpmbjkx,20
zjqvncmc,oavsawgn,20
lswnweyn,pcdxdkzq,19
kgyagevl,mteyyakm,98
gcrniulr,maenpfui,10
xuablfaz,ciywzbkn,41
prxbhrmn,bncujaay,45
yidvqvkt,lpoaaxqf,80
gogfvloa,wdbpkfbp,44
qipaizrj,loyrffnf,80
zrhevzbr,lturtmaa,82
wnigfika,wgfowdqv,80
kxlnnfzo,bvlpdzcq,0
rwyiwkud,rjsyrogn,88
svggylfy,zeyhchkb,96
dzkbjnev,ppdayxnw,42
cnrbwmca,aboorzvf,85
zahgngzy,glenhkon,28
aaesslkc,pxynhans,71
ljvtiway,azezspjn,50
noyckmhe,zcjccdma,22
cgyyhsfg,qdpxzmdz,64
nfjladtl,nnbqhfiv,20
dbyffams,hrrlopgm,0
hgounmzz,wewidhep,78
oijozmrf,wktquime,60
chksiyub,iqrulsqc,44
jxcjhtyd,fkgidbqb,72
bppahmqh,wwbyfxge,67
axvoract,itnkwgsc,28
inlqxuoc,gdoafzzh,63
omuoqwrs,ariqeqzu,38
qswvstte,ejjvhjyc,93
jismhpqd,pggysenx,40
soceeusi,suzcewjt,80
agmlhijz,ipvptimc,4
atwyvmoy,vtmzbxch,32
czqiyqam,vaxhtdvg,4
htbdcjsj,aqqojckv,16
dbylztyy,agydnlqz,18
bmvmaizx,crfokwgq,4
xrswcsej,adyhhbhf,70
daxuhtqr,xvohatgb,27
qnxnxaji,swxfmatt,14
vmspvauk,ewnnmkjm,3
vtufzalt,qxbeoxnh,92
ogdkvtbg,jtlewkuy,20
cxpwbhku,lzmfwlan,0
gyswvjcz,qbctawnr,98
naswanju,wawtxrjx,81
hmqdphzf,utnntkyz,54
ahxemayx,txecqsiq,58
oftezlxp,tlhqvnay,4
jslbdieh,hcrjlpsv,12
kbnnlmlr,vntucbnv,4
bdkiijuw,mngstybz,58
fmpgrflo,osdaeasv,94
upvhyjac,dzfnxlza,94
tzoxvpql,gnttubqb,20
xhhldaau,zznjdmmp,30
gunukpna,zsmdoxtx,49
ewgohbgx,avaiemjv,9
iyhlenuo,lczlioev,44
cvucrsbd,ohvjxjyg,40
sbmuvajn,xfjmrkpi,50
ogoarnvo,gxyyaqcx,50
wuhjixdn,icskysfl,32
ovfvmksb,bcwfzdzo,94
hcohkwyd,aujgqbtx,50
bawjmpsq,pmwatkxj,34
gbbbplhx,tewlrsxz,15
ojtqprkl,magxuocx,12
tndblpbb,itiyaovx,20
pwyouzex,dusjqnqu,93
usnuiqva,kymfzsme,12
cxsmpjkg,xoebuomt,93
yahtxqlc,zbazbtmp,72
ojlronbl,hkspisvc,50
fbmvybzm,tdiecbpq,88
frlmirkn,bqrobvel,9
zmfjmkln,chzqtoeu,59
imaedtjc,dbcjnbau,25
vsfkvrll,ggqsuecq,60
stfkexls,dtmqxbzh,88
odrbrhar,ciowtrfm,0
excpsksa,fmsdtltx,76
pdmeddfy,fchdbjin,80
cilngumm,yphudntd,0
jizhpahy,ixpwmeyx,97
wtyexerf,rbiqbdle,78
uhetddap,osnoeeof,14
yufhouyv,idmhxfmn,49
acnglnzp,uhmkaxha,55
jkpftpiv,caobylnt,80
ekvmsveb,oxnxopej,97
xtyvkdcn,ctbqymdh,60
jfhczllj,dgkcrrpr,65
qmbgzpcv,qubtpjwq,56
beznvmpi,pqibcqep,75
yxcihlmd,kvfxwydj,38
oaoassjh,uycbvroz,0
ymacmrrv,plykbcde,26
wrfctszj,zntfvpfr,28
pfrqwpre,ytwexviu,79
hduozbzc,ivvtekep,94
fetcbbzb,vujhrxit,0
fbgrjbjh,ozcwfhaq,77
jsojhrwo,thtpjrtq,42
qqnjdmlm,sosjfmqa,24
idyqbqvl,exsphuuw,80
sqiqshot,uvxddhug,68
pxekhavo,xudfvsqk,40
duelzxsg,jsgcdwck,28
zcbdkael,wgpolxpm,8
mnorzuqu,ctuoxxkv,4
bfmnevhg,pjtpnqwp,0
lbbalzcn,tdmnvlzh,80
yfjikhjz,yjgmgokw,67
gwfrtbbq,kfafkidi,75
lahvecqd,rvspstap,60
imjoitky,nfebnzle,60
jwrbqftu,hopraoum,75
bgyuwnaj,wxevjywz,46
ggvssrww,mghvvvif,62
rjjxwpni,djcequnh,0
ykpnyxft,quztzwbr,89
uigeefyh,pfkevfqd,70
lffdbzve,ujsaxjzr,47
uvavgyjw,kepfyydt,20
xieclekc,hguohkie,80
jatorycz,wnemzonc,66
tgcakzbc,mmptgypi,67
ngoccgbj,gvpjuluk,52
eohrqsbn,sktudkzf,76
rgxmwwom,vanfqzri,24
kygtmyql,fdwqqety,30
vojwmevx,qffbvyfn,32
hsnjxknz,vdgpywct,72
dprioulg,mjlcyoqv,50
dgopyjrb,hhhjjeue,95
itrovvfz,wpojraer,44
ojyqvfhe,dpycqlqi,96
nzakxacy,tilfaweu,45
frkqexlf,fzqcfynq,94
lghvfmoy,eewhgaww,88
quzwvlio,zyyuftic,39
tjeztybf,qxzkfydl,26
eupyslut,atctlhzf,48
liybyvkc,kzrtsbif,83
wzbupcer,zrdeejdm,46
qcfhhmzb,noknhbee,42
yixaspdc,otsjmshk,27
